name,address,region
Maxi Hotel,Jl.  Raya Legian 83-A Kerobokan Kuta,denpasar
PT Jaya Makmur Hasta,Jl.  Kali Besar Barat 50 Roa Malaka Tambora,jakarta
Expedisi Elteha,Jl.  Sulawesi No. 5R,palangkaraya
Bank Panin Kompl Permata Hijau,Kompleks Permata Hijau Blok DB/17-18,jakarta
Hotel Beringin Transit,Jl.  Dr Wahidin Sudirohusodo 74,cirebon
Klinik Yayasan Yasinta,Jl.  Lenteng Agung Raya 20-A,jakarta
Bank Kesawan PT Tbk,Jl.  Muara Karang Blok B-8 Tmr/75,jakarta
PT Sijanti Dinamika Teknika,Jl.  Surabaya 3-A Gadingkasri Klojen,malang
Warung Pak Pur,Jl.  Gajah Mada 5,sidoarjo
Ismak Advocaten,Jl. Tebet Barat Dalam II No.C-17  Tebet -,jakarta
ATM BJB Plaza Indah Bogor,Jl.  KH Soleh Iskandar Blok B-9 Plaza Indah,bogor
NiniToko,Jl.  Permindo 35,padang
Anugerah Hotel,Jl.  Padasaluyu 18 Isola Sukasari,bandung
Apotik Kifain Jaya Farma,Jl.  Paccerakkang 46,makassar
Ceri Supermarket,Jl Kopo Cirangrang 577,bandung
SD Negeri Kesambi Dalam 3,Jl.  Lap Bola Gg Kesambi 11,cirebon
Rumah Sakit Umum Wulan Windy,Jl.  Marelan Raya 17 Rengas Pulau,medan
Eddy Salon,Jl Flamboyan Kompl Bangun Cipta Sarana Bl A/2,jakarta
Ny Lily Sambal Asli Lampung,Jl.  Tanah Abang V 54 F Petojo Selatan Gambir,jakarta
Bank Tabungan Negara (BTN) Jl Andalas,Jl.  Andalas 176-A,makassar
Madrasah Aliyah Negeri Audiansyah,Jl.  Balongsari Tama Blok III-B/22,semarang
Madin Al-muin,Desa Kunci Kec.dander Kab.,bojonegoro
Bandeng Surya,Jl.  Pandanaran 94 Miroto,semarang
Teow Chew Meng Restauran,Jl.  Cakrawati 1-3-5,medan
Restoran Cinangka Indah,Jl.  Raya Parung Km 35/48,jakarta
DNafa Salon,Jl Semolowaru Utr I 158,surabaya
Apotik Balonggede,Jl.  Balong Gede 85,bandung
Jambrut Indah Hotel,Jl.  Jamrud 7 Kenari Senen,jakarta
ATM Mandiri Demak,Jl.  Karangawen Km 18,semarang
Sukaratu Hotel,Jl.  Lemah Abang 108  Kedungwaringin,bekasi
Apotik Siaga,Jl.  Siaga II 7,jakarta
Janji Beach Inn,Jl.  Bunut Sari Br Legian Kelod Kerobokan Kuta,denpasar
Rumah Makan Danau,Jl.  Pahlawan 30,bandung
Salabianca,Jl Asia Afrika Lot 19 Senayan City/111 Lt 2,jakarta
SMA Yayasan Wanita Kereta Api,Jl.  Elang II 3,bandung
Fantasy,Jl.  Cemara Blok G/22 Kompleks Bumi Adipura,bandung
AS Student Services,Jl.  Kendangsari Raya R-21,surabaya
Trans Mobil,Jl.  Raya Wangun 411  Desa Sindangsari,bogor
Indosat IM2,Jl. Kebagusan Raya No.36  Pasar Minggu -,jakarta
Sukses Mobil,Jl.  Nibung Raya 7,medan
Toko Kuda Mas,Jl Laksda Adisucipto 7,yogyakarta
She Line,Ruko Pasar Modern Blok R/75,tangerang
PT Cahaya Timur,Jl.  KH Abdulllah Syafiie 32,jakarta
Boyonz Ilyas,Jl.  Langenastran Lor 11,yogyakarta
Apotik Abadi Farma,Jl.  Cipagalo 251,bandung
Travel PT Toga Perkasa,Jl.  Bogor Raya Km 30/3,jakarta
SILVERA CG24 Transport,Citra Graha 24 Singosari,surabaya
Anugerah Depot,Jl.  P Antasari 7-8,banjarmasin
SMP Negeri 14,Jl.  Tentara Pelajar 7,yogyakarta
Besakih Beach Hotel,Jl.  D Tamblingan 45 Sanur,denpasar
Tan Niko Toko Mas,Jl Lap Tembak Bl AL/1,jakarta
Prima Maulana,Jl Karasak II 5,bandung
Wisma Dapenpos,Jl.  PHH Mustofa 33-A,bandung
Akademi Akuntansi Effendi Harahap,Jl.  Abimanyu Raya 17-19,semarang
Ast Motor,Jl.  Jendral A Yani 776 Cicaheum Kiaracondong,bandung
PT Geotrak Prima Solusi,Jl.  Tebet Raya 11-B Tebet Barat Tebet,jakarta
PT Inti Fasindo Internasional,Jl.  Pasar Ikan 11 Baru Ujungpandang,makassar
Toko Empat Lima,Jl Jend Urip Sumoharjo 16,yogyakarta
Motor Mudaya UD,Jl.  By Pass Ngurah Rai Nusa Dua 9 X,denpasar
TK Ayisiyah 15,Jl.  Belitung Laut 30,banjarmasin
Waroeng Steak,Jl.  Indragiri 18,surabaya
Apotik Emilia,Jl.  Listrik V 2,jakarta
Kemang Icon,Jl.  Kemang Raya 1 Bangka Mampang Prapatan,jakarta
SMP Negeri 79,Jl.  Dakota Raya,jakarta
Toko Mas Logam Mulia,Pasar Blauran Baru 30-B,surabaya
Devita Salon,Jl Jetis Wetan 33,surabaya
Bundo Kanduang Rumah Makan Padang,Jl.  P Diponegoro 112-A,denpasar
Craft Boutique,Jl.  Kencana Setraduta II 11,bandung
Acva,Jl.  Asia 151-A,medan
Universitas Widya Gama,Jl.  Borobudur 35 Mojolangu Sukun,malang
TK Bawakaraeng,Jl.  GoaRia Laikang 37A,makassar
Alice Salon,Jl.  Pd Ranji Raya 2-3,jakarta
ATM Mandiri Tebet Timur,Jl.  Tebet Timur Dalam Raya 115,jakarta
PT Bank Bumi Arta,Gg Tengah 70,semarang
Dina Salon,Kompleks Melati Blok A-1/25,tangerang
Diwangkara Holiday Villa Bali PT,Jl.  Hang Tuah 54,denpasar
Kafe IN,Jl.  Klampis Aji Tgh I 7,surabaya
ATM Danamon Karang Anyar,Jl.  Karang Anyar Permai 55 Blok B-1/29,jakarta
Sekolah Tinggi Bahasa Asing LIA,Jl.  Gowongan Kidul 50 Gowongan Jetis,yogyakarta
PT Glen Nevis Gunung Terong,Jl Gayungan VIII 11,surabaya
Wijaya Karya PT Persero,Jl.  Gn Kelimutu 33 Merdeka Kelapa Lima,kupang
Arie Harry Salon,Jl.  Ngagel Jaya Utara IV 1,surabaya
ATM CIMB Niaga Asuransi Bintang,Jl.  RS Fatmawati 32 Gedung Asuransi Bintang,jakarta
Omega Penginapan,Jl.  HOS Cokroaminoto 65 Ubung Kaja,denpasar
Kedai Cilosari,Jl.  Cilosari 21-A,jakarta
Pangarang Sari Hotel,Jl.  Pangarang 3 Cikawao Lengkong,bandung
My Little World,Jl.  Sunaryo 12,yogyakarta
Rumah Makan Gian Jaya,Jl.  Bojong Koneng Raya,bekasi
ATM Panin Pamulang,Jl.  Raya Pamulang 3 Blok SH,tangerang
Transmodese Butik,Jl Delima Raya Kompl Harapan Baru Bl B-1/5,bekasi
Bali Nusra Rent Car,Jl.  P Diponegoro 12-A Dauh Puri Kangin,denpasar
PT Orion Tama Jaya,Jl.  Dr Sutomo 122-124 Mesjid,medan
Abadi Rental Car,Jl Binong Kulon 167/126-G,bandung
PT Murti Indonesia Tekstil,Jl.  Gn Sanghyang 100-X,denpasar
Libra Motor Toko,Jl.  Manyar 75 Brata Jaya Gubeng,surabaya
PT Tawino Berkah Indonesia,Jl Raya Kalimalang Puri Sentra Niaga Bl A/19,jakarta
Hotel Gemilang,Jl.  Prof Surya Sumantri 10,bandung
Duta Antara Prima PT,Jl.  Brigjen Katamso 172 Baru,medan
Apotik Damai,Jl.  KH Zainul Arifin Blok 125/111,medan
Pendidikan Guru Sekolah Dasar UPP 4,Jl.  Kol Sugiono Kemandungan,tegal
SD Negeri 01 Pagi Mampang Prapatan,Jl.  Tegal Parang Utara III,jakarta
TK Ksatria,Jl.  Darmokali 7-A,surabaya
Sasana Budaya Ganesha,Jl Tamansari 73,bandung
Alamanda Restoran Taman,Jl.  Dr Setiabudi Taman Tabanas-Gombel,semarang
PT Panca Dharma,Jl Veteran 66-68,bandung
Apotik Kimia Farma 20,Jl.  Malioboro 179,yogyakarta
Yayasan Rumah Sakit Selaguri,Jl.  Jendral A Yani 26,padang
Warung 354,Jl.  Dr Sitanala 68 Kompleks Serbaguna,tangerang
Fandila Putri Catering,Kompleks Blokuru Permai Blok ED/2,sidoarjo
Ramayana Lestari Sentosa PT Tbk,Jl P Diponegoro 103-AB,denpasar
Universitas Sangga Buana YPKP Bandung,Jl.  PH Hasan Mustopa 68,bandung
TK Al Hidayah,Jl.  Raya Cilandak KKO Kompleks Marinir 70,jakarta
Global Arta Berjaya PT,Jl.  Gajah Mada 13-H,jakarta
Safindra Motor,Jl.  Kesambi 101,cirebon
Toko Oleh Oleh,Jl.  Angkasa 1,jakarta
Apotik Pasundan,Jl.  Pasundan 1,bandung
TK Candi Kusuma,Jl.  Taman Candiloka Blok E-2/35,sidoarjo
PT Muara Karang Permai,Jl Muara Karang Raya Bl BB-5 Slt/2,jakarta
ATM BII KCP Tj Priok,Jl.  Enggano 38,jakarta
Sekolah Tinggi Ilmu Administrasi Lembaga Administrasi Negara,Jl.  Administrasi II Blok B/6,jakarta
ATM Panin Green Ville,Kompleks Ruko Green Ville Blok AW,jakarta
Toko Maju Lancar,Jl.  Gang Baru 132 Kranggan,semarang
SD Negeri 01 Palebon,Jl.  Raya Panda 5,semarang
Setia Budi Motor,Jl.  Enggano 70 Tanjung priok Tanjung Priok,jakarta
Pada Maju Textile CV,Jl.  Cisirung 1 Pasawahan,bandung
SMP Kartika Chandra 31,Jl.  Bangka 3,bandung
SMA Negeri 9,Jl.  Suparmin I 1-A,bandung
Sedap Nusantara,Jl.  Laksda Adisucipto 8 K-L,medan
Hotel Danau Sunter,Jl.  Danau Permai Raya Sunlake Hotel Blok C-1,jakarta
SMP Negeri 119,Jl.  Harapan Jaya 9,jakarta
Toko Jupiter,Jl.  HOS Cokroaminoto Ruko 6,makassar
Iga Abadi Motor Indonesia PT,Jl.  Bogor Raya Km 18 Kramat Jati Kramat Jati,jakarta
Restoran Jing Cheng Lamian,Jl.  Raya Boulevard Blok QF-3/9,jakarta
Rumah Makan Bella,Kompleks Taman Sentosa Blok M-10/15,bekasi
Mekar Motor,Jl.  Cibadak 293,bandung
PT Pertiwi Indomas,Jl.  Bima Klepu Ungaran,semarang
Sampaga Hotel & Restaurant,Jl.  Sumbawa 78 Langkai Pahandut,palangkaraya
Lilik Hotel,Jl.  Dagen 16 Sosromenduran Gedong Tengen,yogyakarta
Serpong Photo Studio,Jl.  Puspitek Raya 21,tangerang
Istana Raja Kobra,Jl.  Kapt Tendean 23,jakarta
Rumah Makan Raja Boga,Jl.  Boulevard Ruko Jasper Panakkukang Mas I/2,makassar
Mega Persada Mandiri PT,Jl.  Raya Cemeng Kalang 29 Wilayah Kec,sidoarjo
Jihans Florist,Jl. Cipete Raya No.95 A Cilandak -,jakarta
PT Paperlin Mitra Transportasi,Jl.  Sabang 26,bandung
Hanita Jaya,Jl Raya Kuta 61-A,denpasar
Gedung World Trade Center,Jl Pemuda 27-31,surabaya
Konsulat Sweden & Finland (Honorary Consulate),Jl. Segara Ayu - Sanur PO Box 3091,denpasar
Bank Mega Jl Sukarjo Wiryopranoto,Jl.  Sukarjo Wiryopranoto 7-A,jakarta
Sanjaya Motor,Jl.  Rajawali 60 Banjarrejo,bojonegoro
Toko Sembilan Sembilan,Jl Sultan Hasanuddin 31-D,denpasar
PT.LINTAS SAMUDRA PACIFIC,Jl. H.MUGENI 1 No. 14,jakarta
SD Negeri Pasanggrahan I,Jl.  P Kornel 15,medan
Telka NV,Jl.  Raya Tenggilis Mejoyo D-18,surabaya
Kantor Pengacara Putra Bangsa,Jl. Letjen Suprapto 60 I  Cempaka Putih -,jakarta
Hotel Kenongo,Jl.  Embong Kenongo 12,surabaya
KIrana Gallery,Jl. Sultan Adam Komp.Kelapa Gading No.50,banjarmasin
Len Industri PT Persero,Jl.  Soekarno Hatta 442,bandung
Heru Willy Salon,Jl.  Pucang Anom Timur II 3,surabaya
Palm Kids,Jl.  Raung 6,malang
SMP PGRI 1,Jl.  Pemuda Belimbing III 2,depok
PT Surya Utamadian Nusa,Jl.  Letjen Suprapto Blok M/78,jakarta
Bank Danamon Jl Margonda Raya,Jl.  Margonda Raya Ruko Graha 99-AB,depok
Ratu Mobil Sejagat PT,Jl.  Sisingamangaraja Km 6 5 Sudirejo I,medan
Safaat Apotik,Jl.  Mojopahit 119,sidoarjo
Klinik Alam Adi,Jl.  Urip Sumoharjo 50,surabaya
SD Negeri 11 Pagi Kebon Manggis,Jl.  Kesatrian VIII Asrama Berlan Blok H/28,jakarta
SMP Unwanus Saadah,Jl.  Plumpang Semper 3,jakarta
Cahaya Baru,Jl.  Teuku Cik Ditiro 12/16,medan
SD Negeri 10 Petang,Jl.  Ukir 2,jakarta
Frankry Salon,Jl Gading Indah Raya Psr Mandiri Bl M-4/39,jakarta
PT Alloy Mandiri Food,Jl.  Kali Sabi 6 Cimone Karawaci,tangerang
King Abadi Jaya,Jl.  Depok 2,semarang
Bank OCBC NISP Gg Besen Kompl,Gg Besen Kompleks Beringin Raya 27,semarang
ALFAFA Salon Spa Muslimah,Jl.  Raya Menur 29D,surabaya
Dysty Catering,Jl.  Panjang Jiwo Permai Selatan Kav 4,surabaya
SMP Tarakanita 2 Pluit,Jl.  Taman Pluit Permai Barat 1,jakarta
ATM Mandiri Yos Sudarso 3,Jl.  Yos Sudarso 32-34,jakarta
Cahaya Motor,"Jl.  Pungkur 93, Balong Gede, Regol",bandung
Santi Salon,Jl Pacar 9,denpasar
Bank Permata Villa Melati Mas,Villa Melati Mas Blok SR,tangerang
RSU Delima,Jl.  Kom L Yos Sudarso 3,medan
Gaya Payu Salon,Jl.  Danau Singkarak Blok G-1/47,jakarta
PT Cemerlang Abadi Raya,Kp Dumpit Gandasari Jatiuwung,tangerang
Balai Pertemuan Corpatarin,Jl Kaplongan Raya 1,jakarta
Duta Ragam Komunikatama,Jl. Hayam Wuruk No.58  Gambir -,jakarta
Bank Tabungan Negara (BTN) Jl Panjang 8.,Jl.  Panjang 8,jakarta
Bakmi Parahiyangan,Jl.  Dalem Kaum 12,bandung
Polsek Cikarang Pusat,Jl.  Cikarang Raya,bekasi
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan PGRI Lamongan,Jl.  Sunan Giri 35 Sukorejo,lamongan
SMP Muhammadiyah 2,Jl.  KH Maulana Hasanudin 63,tangerang
SD Inpres Bertingkat Mallengkeri 1,Jl.  Dg Tata I Kompleks Dolog Blok B-1/1-A,makassar
Apotik Surya,"Jl.  Jendral Gatot Subroto VI Km 8,5/490",medan
Surya Permai PT Radio,Jl.  Jendral Gatot Subroto 98-X,denpasar
Rumah Makan Simpang Jundul,Jl.  Jundul Raya 2,padang
Kota Harley,Kompleks Setrasari Mall Blok 8/ Lantai II,bandung
Deni Salon,Jl.  Manukan Yoso V Blok VII-E/36,surabaya
Karita Gaya Muslim Muda,Jl.  C Simanjuntak 73 Baciro Gondokusuman,yogyakarta
Theresia Beauty Centre,Jl.  Gading Elok Utara Raya Blok EF-1/1,jakarta
Executive College,Jl.  Dharmahusada 144,surabaya
Bank CIMB Niaga Jl Raya Ngalian,Jl.  Raya Ngalian 120,semarang
Rumah Makan Surya Agung,Jl.  Gajah Mada 84,medan
Amalia Butik,Jl P Diponegoro 206,denpasar
Taman Sari Royal Heritage Spa,Jl KH Wahid Hasyim 133,jakarta
SD Negeri 11 Purwoyoso,Jl.  Prof DR Hamka 15,semarang
Madrasah Angkatan Mubaligh Islam,Jl.  Sisingamangaraja 179,medan
ATM OCBC NISP Teuku Umar,Jl.  Teuku Umar Blok 2-3/2-4,denpasar
SMP 155,Jl.  Cikoko,jakarta
PT Banyumas Utama Motor,Jl.  Dharmawangsa 166,surabaya
Rumah Makan Pak Kumis,Jl.  Puspa Raya 3,bekasi
Akademi Usaha Perikanan,Jl.  Psr Minggu Raya,jakarta
Restoran Ratu Gurih,Jl.  Sulawesi 90 E,makassar
Apartement Cempaka Mas,Jl.  R Suprapto Cempaka Put Blok C/2,jakarta
Sang Hyang Seri PT Persero,Jl.  Dr Saharjo 313,jakarta
SD Hasyim Asyari,Jl.  Bratang Gede I 26,surabaya
Cherry Pink Pondok Wisata,Jl.  KH Wahid Hasyim 2 Babura,medan
Savu Hotel,Jl.  Savu 11 Pattunuang Wajo,makassar
Bank Rakyat Indonesia (BRI) Jl Gajah Raya,Jl.  Gajah Raya 10,semarang
PT Putra Gaya Sentosa Pratama,Jl.  Bandar Khalifah 99,medan
Asih Ayam Bakar,Jl.  Tebet Barat Dalam VII 1,jakarta
Asiapec Wisata,Jl.  Kampus Jaya 14,jakarta
Mulya Farma,Jl.  Ngagel Jaya 26,surabaya
Ruby Motor Bengkel,Jl.  Borong Raya 4,makassar
ATM Mandiri Syariah KK P Minggu,Jl.  Raya Pasar Minggu Ujung 26-D,jakarta
Dixie Easy Dining,Ruko Benton Junction 38 11,tangerang
Bank NISP PT Tbk,Jl.  Lambung Mangkurat,banjarmasin
Bank Syariah Mega Jl Ciledug Raya,Jl.  Ciledug Raya 123-C,jakarta
Tin Tin Salon,Jl.  Joyoboyo 38,surabaya
Kiem An Salon,Jl.  Ngemplak 30 Kompleks Plaza Ambengan A-10,surabaya
SD Negeri Kalitengah 3,Jl.  Lapangan Kali Tengah,sidoarjo
Gawana Dive Resort Hotel,Desa Pejarakan,singaraja
PT Sumber Bahtera Motor,Jl.  Raya Magelang Km 7,yogyakarta
Klinik Medika,Jl.  Tanah Pasir 66,jakarta
Umi Kembar,Jl.  Raya Sakah  Sukawati,gianyar
Asuransi Adira Dinamika Jl Iskandar Muda,Jl.  Sultan Iskandar Muda 8-D,jakarta
PT Panasia Novawool,"Jl.  Cisurung Km 2,1/134",bandung
Images,Jl Karang Tgh Raya Karinda Plaza Bl B-1/23,jakarta
SD Sanur 10,"Jl.  Sekuta 10, Sanur,",denpasar
PT Adhi Mas Raya,Jl.  Arif Rahman Hakim 78,depok
Institut Pengembangan Manajemen Indonesia,Jl.  Rawajati Timur I 1 IPMI Camp,jakarta
Klinik Surya Medika,Jl.  KH Mas Mansyur 81,jakarta
Wahana Motor Toko,Jl.  Kedung Halang Raya 19  Kedung Halang,bogor
Mascot Motor,Jl.  Sulawesi 24-26,makassar
MSIG Indonesia PT Asuransi,Jl.  Ejip Industrial Park Plot 1-F/4-A,bekasi
ATM Mandiri Simpang Lima,Jl.  Simpang Lima 1,semarang
Universitas Islam Nusantara,Jl.  Soekarno Hatta 530,bandung
Pancoran Fresh Seafood,Jl.  Junjunan 96-98,bandung
Perguruan Al- Fattah YYN,Jl.  Cemara 172,medan
Rumah Makan Cukuta,Kompleks Villa Bukit Mas Blok RC/5,surabaya
SMP Sandikta,Jl.  Raya Hankam 208,jakarta
Depot Gracia,Jl.  Ngagel Madya 96,surabaya
Dana Graha,Jl.  Imam Bonjol Lubuk Baja Kota Lubuk Baja,batam
EDSUrentcar Medan,"Komp.TASBIH Blok MM, No.12, Setia Budi,",medan
ATM BCA Labagus Mini Market,Jl.  Raya Beringin Blok 35/18,tangerang
Asuransi Jiwa Manulife Jl HOS Cokroaminoto,Jl.  HOS Cokroaminoto 153,yogyakarta
Toko Swearih,Jl Sultan Hasanuddin 41-E,medan
SMK PGRI 2 Tangerang,Jl.  Perintis Kemerdekaan I/21,tangerang
TK Darul Arqom,Jl.  Raya Griya Babatan Indah 35-37,surabaya
Daniel Amarta Salon,Perumahan Citra II Ext Blok BD-1/9,jakarta
Bank DBS Indonesia Jl Raya Serpong,Jl.  Raya Serpong Ruko Alam Sutera Niaga,tangerang
SMP Negeri 07 Tamansari,Jl.  Mangga Besar Selatan VI 11,jakarta
SD Islam Al-Falah 01,Kp Baru 52,jakarta
CV KURNIA JAYA,Jln. Kemlaten 11 No. 68,surabaya
Toko Hongkong,Jl Melawai Raya Melawai Plaza 1/268,jakarta
Clarion Hotel & Convention Makassar,Jl.  AP Pettarani 3,makassar
Rumah Makan Mie Selatan,Jl.  RS Fatmawati 15 Golden Plaza Blok D/4,jakarta
ATM BTN KCP Banyumanik,Jl.  Raya Jati 1-A,semarang
Kantin Florist,Jl. Daan Mogot KM. 18 Kalideres -,jakarta
Bank DKI PT,Jl.  Batu Tulis 53-55 Gedung KPP Lantai Dasar,jakarta
Travel PT Trans,Jl.  Tegalpanggung DN-II 995,yogyakarta
SMP Hasanuddin 7,Jl.  Pd Kauman Podorejo,semarang
Indo Craft,Jl Raya Penggilingan PIK Penggilingan Bl D/4,jakarta
Pasah Asi Hotel,Jl.  Pucang Kerep 33 Pucangsewu Gubeng,surabaya
Dentia Dental Care Centers,Jl.  Tanjung Duren Blok A/7,jakarta
Regency Salon,Kompl Regency Melati Mas Bl F-6/2,tangerang
Prima2 Advertising  Surabaya,Jl.  Ngagel Jaya Selatan 48,surabaya
Restoran Everyday,Jl.  Prof Dr Satrio 21-F,jakarta
SMA Anugrah,Jl.  Halmahera 16,denpasar
First Machinery Trade Co,Jl.  Kalimantan 16 Gubeng Gubeng,surabaya
Apotik Putera,Jl.  Irian 123,makassar
PT Bio Farma Persero,Jl.  Pasteur 28,bandung
Ardian Salon,Jl Tlogosari Raya II 14,semarang
Apotik Pelamonia,Jl.  Tinggimae 1,makassar
Gebyar Nada Satu Warna PT Radio,Jl.  Sidodadi I 100-C,medan
Karunia Salon,Jl.  Letjen Haryono MT 72,malang
SD Binong Jati 4,Jl.  Binong Jati,bandung
PT Anugerah Pharmindo Lestari,Jl.  Kima Raya X Blok T/1-A,makassar
Bank Tabungan Pensiunan Nasional (BTPN) Kompl Kopo Mas,Kompleks Kopo Mas Regency Kav 8-N,bandung
Suzan Prambors,Jl Welirang 36,malang
ATM BCA Rumah Sakit Martha Friska,Jl.  LYL Sudarso,medan
Cangkringan Asri Cottage,Jl.  Raya Merapi Golf  Cangkringan Pakem,yogyakarta
Spa Salon,Jl.  By Pass Ngurah Rai 39,denpasar
RSU Surya Husadha,Jl.  HOS Cokroaminoto 356 Km 5,denpasar
Toko Bintang,Pasar Soponyono St D/5 Lt 1,surabaya
Rumah Makan Selera,Jl.  Pasar Utara 16-B,bandung
CV Mandala Mulya,Jl.  Pilang Setrayasa I 3,cirebon
Kwitiau Sapi 78,Jl.  Lodan Blok AF/1,jakarta
Toko Subur,Jl Somba Opu 7,makassar
Amelia Butik,Jl Pepelegi Indah Bl F/1,surabaya
Bintang Istana,Jl.  Moh Toha 266 Karasak Astanaanyar,bandung
Anaswi Salon,Kompl Tasbi Bl AA/33,medan
Rumah Sakit Khadijah,Jl.  Nusantara 392 Butung Wajo,makassar
TK Kasih Bangsa,Villa Tomang Baru Blok O-3/12,tangerang
SMP Negeri 199,Jl.  Pd Kopi Raya,jakarta
Toko Kertas & Percetakan Karya Mandiri,Jl.  Pemandangan 1 No. 28,jakarta
Madrasah Tsanawiyah Al Manah,Jl.  Sumbersugih 8,bandung
Toko Selatan Jaya,Jl.  Pasar Pringgan 57 Babura,medan
Apotik Mulyosari,Jl.  Raya Mulyosari 43,surabaya
Apotik Farmindo,Jl.  Jendral A Yani 535-A,bandung
SMP Negeri 130,Jl.  Aipda KS Tubun I,jakarta
Qit And Nar,Jl.  Matraman Raya 10-B,jakarta
Vista International Programs,Jl.  Bali 15,surabaya
SD Kristen Baptis,Jl.  Wastukencana 40,bandung
Ditha Salon,Jl Anjasmoro Raya Bl 38-A/3,jakarta
Mulya Putra Citramobil PT,Jl.  Brigjen Dharsono 8 Sunyaragi Kesambi,cirebon
ATM CIMB Niaga TIS Square,Jl.  Letjen MT Haryono TIS Square,jakarta
Apotik Sumber Sehat,Jl.  Harapan Indah Blok EC/1-2,bekasi
Sylvi Hair Beauty Salon,Jl.  Sultan Iskandar Muda 39-G,medan
PT Gema Industri II,Jl.  Padasuka 47,bandung
Batavia Centrum Gold & Jewellery,Jl.  Senen Raya 73 Senen Senen,jakarta
Apotik Pancoran Raya,Jl.  Raya Pasar Minggu Kav 16-E Graha Pancoran,jakarta
Klinik Tjakra,Jl.  Raya Bogor Km 24/12-A,jakarta
Lia Beauty Salon,Jl Kemoning 9,denpasar
Kandang Jurang Doank,Jl.  Alvita Utama Kompleks Alvita Blok Q/14,jakarta
Apotik Mugassari,Jl.  Kyai Saleh 30-A,semarang
SD Negeri 10 Pagi Pesanggrahan,Jl.  Cenek Kompleks Kodam 15,jakarta
Apotik Cikarang,Jl.  Kom L Yos Sudarso 27,bekasi
Abuba Steak,Jl.  Cipete Raya 6,jakarta
Rumah Makan Kuali Solo,Kompleks Penuin Centre Blok C,batam
Poliklinik Prapatan Lima,Jl.  Jendral Gatot Subroto 21,bandung
Noni Salon,Jl.  Kembangan Raya 7,jakarta
TK El Syarief,Jl.  Syech Nawawi,tangerang
HR Komputer,Jl.  Ahmad Yani 204,magelang
PT Yumaka Philipindo,Jl. AM Sangaji No.9  Gambir -,jakarta
Dedes Gold Silver,Jl Jagaraga Celuk Sukawati 19,denpasar
Apotik Merpati,Jl.  Jendral Gatot Subroto 131,medan
Bengawan Catering,Jl.  Bengawan 14,bandung
Stela Salon,Jl RP Soeroso 29-C,jakarta
Adhyakarsa Dault SH & Associates,Jl. Dr Setiabudi V No.1  Setiabudi -,jakarta
IT Plasa BG Junction,Jl Bubutan 1-7 IT Plasa BG Junction Level II,surabaya
Warung Sidodadi,Jl.  Dr Sam Ratulangi 147,makassar
Depot Safety,Jl.  Sugeng Jeroni No. 72,yogyakarta
Mirota Kampus,Jl C Simanjuntak 70,yogyakarta
Auto Graha 2000,Jl.  Nibung Raya 146-148 Petisah Tengah,medan
Kirim Kado,Jl.  Kemang Barat No.35-F Mampang Prapatan -,jakarta
ATM Standard Chartered Rukan Puri,Rukan Puri Mutiara Blok A,jakarta
Bangun Jaya Rubber CV,Jl.  Raya Bambe 43  Driyorejo,surabaya
CV Mega Jaya Car Rental,Jl Raya Kuta,denpasar
PT Samie Sahari,Jl.  Berdikari I 9 Kapuk Cengkareng,jakarta
Depot Tokyo,Jl.  Jemur Andayani 50,surabaya
Clinic LA,Jl.  Raya Lampersari 5,semarang
Asuransi Cigna Indonesia Graha Niaga I,Jl.  Putri Hijau 20 Graha Niaga I Lantai 3,medan
TK Providentia,Jl.  Raya Kedoya 35,jakarta
Toko Rocy,Pasar Tanah Abang Blok B/35,jakarta
TK PGRI Lempong Sari,Jl.  Sumbing 316 A,semarang
Gathaya,Jl. Ciasem I No.36  Kebayoran Baru -,jakarta
Nagamas Mitra Sejati PT,Jl.  Arif Rahman Hakim 46 Randugunting,tegal
Arisanita CV,Jl.  P Diponegoro 18 Jati,medan
PT Istidata Indopacific Solution Centre,Jl.  Abd Muis 36 G-H Petojo Selatan Gambir,jakarta
Apotik Jati Kramat,Jl.  Jati Kramat Raya 10,jakarta
Yoss Salon,Jl.  Buahbatu 242-A,bandung
Bank Rakyat Indonesia (BRI) Ruko Kota Bumi,Ruko Kota Bumi Blok B-18/12-12A,tangerang
Apollo Hotel,Jl.  Pandan 74 Gelugur Darat I,medan
Pengembangan Armada Niaga Nasional Multi Finance PT Persero,Jl.  Cikini IV 11,jakarta
SMP Negeri 29,Jl.  Geger Arum 11-A,bandung
Daily Mart Minimarket,Genta Plaza Bl A/8,batam
STT Mitra Injil Indonesia,Jl.  Asia Afrika 83,bandung
Abeng Motor Toko,Jl.  Sutomo Ujung 145 Durian,medan
Apotik Cemara,Jl.  Karang Tinggal 41-B,bandung
Wapo Airlangga,Jl.  Karangmenjangan 42,surabaya
PT Tung Makmur,Jl Tidar 84,surabaya
PT Jaya Kemas,Jl Medokan Ayu MA 1 Bl I/27-28,surabaya
Risna Salon,Jl.  Pekarungan 41,cirebon
Penamatic,Jl.  Gelap Nyawang 4 Lebak Gede Coblong,bandung
Apotik Vista,Jl.  Dr Wahidin Sudirohusodo 10-B,jakarta
PT Indoprimamakmur Laksana,Jl.  Tarian Raya Barat Blok S/11,jakarta
ATM Bukopin Kampus IBI,Jl.  Raya Kemang 35,jakarta
